0	0.165007	0.925265	0.0562889
1	0.158664	1.60471	0
2	0.141398	0.897788	0.0151068
3	0.149242	1.58345	0
4	0.140515	1.30539	0.0075188
5	0.133928	1.20794	0
6	0.133	1.07778	0
7	0.125642	1.32063	0
8	0.134036	1.05134	0.00714286
9	0.147179	1.69167	0.00833333
10	0.136395	1.31026	0
11	0.121415	0.959704	0.00740741
12	0.116272	1.55952	0.00714286
13	0.129513	1.04597	0.0156288
14	0.128725	0.902948	0
15	0.117441	0.802715	0
16	0.125354	0.718842	0.00625
17	0.111955	0.589957	0.00714286
18	0.114692	0.467969	0
19	0.112069	0.553382	0
20	0.114877	0.551932	0.00588235
21	0.108983	0.413181	0
22	0.111652	0.367162	0
23	0.111849	0.432228	0.00537634
24	0.11677	0.51784	0.00471698
25	0.108519	0.442133	0
26	0.115338	0.482678	0
27	0.109246	0.419492	0
28	0.110123	0.476541	0.00568182
29	0.108426	0.394761	0
30	0.114802	0.610691	0
31	0.104873	0.353888	0
32	0.106084	0.363616	0
33	0.107995	0.359819	0
34	0.107665	0.329637	0.00446429
35	0.113915	0.363278	0
36	0.106128	0.316908	0.00520833
37	0.104721	0.397856	0.00425532
38	0.104922	0.274627	0
39	0.107351	0.2318	0.00609756
40	0.103821	0.272061	0
41	0.104814	0.323718	0
42	0.106586	0.250558	0.00495049
43	0.106677	0.317594	0
44	0.106687	0.284935	0
45	0.10461	0.337047	0
46	0.107797	0.282847	0.0143029
47	0.102706	0.304119	0
48	0.105394	0.219732	0.0105997
49	0.103416	0.264821	0
50	0.101237	0.288578	0
51	0.101053	0.228085	0
52	0.102553	0.294667	0.00495049
53	0.10033	0.242288	0
54	0.101182	0.292862	0.00401606
55	0.101936	0.369538	0
56	0.104214	0.3102	0.00485437
57	0.104635	0.321307	0.00429185
58	0.103273	0.401863	0
59	0.106623	0.357844	0
60	0.103301	0.210428	0.00485437
61	0.100977	0.259941	0
62	0.10007	0.257607	0
63	0.102125	0.270322	0
64	0.100475	0.221627	0.00352113
65	0.100592	0.256705	0.0034965
66	0.103775	0.265977	0
67	0.100701	0.287247	0
68	0.102674	0.246403	0.00621118
69	0.105411	0.385243	0
70	0.100156	0.298981	0
71	0.1	0.367979	0
72	0.103196	0.467353	0
73	0.10025	0.257509	0
74	0.101581	0.230584	0.0060241
75	0.102826	0.255279	0.0108696
76	0.1	0.254681	0
77	0.1	0.296984	0
78	0.1	0.29882	0.0131579
79	0.1	0.340386	0
80	0.102353	0.313452	0
81	0.1	0.268367	0
82	0.1	0.205545	0.0136986
83	0.1	0.234271	0.0128205
84	0.1	0.285346	0.0192308
85	0.1	0.318982	0.0172414
86	0.1	0.255955	0.0306818
87	0.1	0.310018	0
88	0.1	0.219976	0
89	0.1	0.217552	0
90	0.1	0.219592	0
91	0.1	0.265401	0.0172414
92	0.1	0.255078	0
93	0.1	0.28153	0.015625
94	0.1	0.261865	0
95	0.1	0.260689	0
96	0.100952	0.241571	0.00396825
97	0.1	0.240531	0
98	0.1	0.202234	0
99	0.100105	0.233279	0.0125
100	0.1	0.258659	0
