0	0.160831	1.05243	0.0448589
1	0.149578	1.66755	0
2	0.157137	2.30877	0
3	0.162358	1.76139	0.00900901
4	0.156272	1.75992	0
5	0.169627	1.4881	0
6	0.155086	1.03832	0.00806452
7	0.158204	1.00545	0
8	0.162988	1.30851	0
9	0.16291	1.36591	0
10	0.144717	0.89412	0
11	0.143858	1.04411	0
12	0.141879	0.638392	0.00892857
13	0.139374	0.642039	0
14	0.123139	0.467539	0
15	0.122319	0.392525	0
16	0.121695	0.418179	0
17	0.120948	0.407038	0
18	0.143437	0.756294	0
19	0.127518	0.352882	0.0075188
20	0.121327	0.442102	0
21	0.12736	0.381015	0
22	0.117984	0.358832	0
23	0.121855	0.345629	0
24	0.119143	0.416099	0
25	0.110038	0.273787	0
26	0.116306	0.413685	0
27	0.116573	0.43064	0
28	0.116565	0.366625	0
29	0.118135	0.467664	0
30	0.119125	0.60987	0.00763359
31	0.132171	0.526422	0
32	0.121143	0.329948	0
33	0.112993	0.400313	0
34	0.124484	0.435947	0
35	0.117955	0.371406	0
36	0.113098	0.334079	0
37	0.118553	0.298803	0
38	0.12524	0.43331	0
39	0.113608	0.286262	0.00561798
40	0.119009	0.277701	0.00925926
41	0.116225	0.324948	0.0120482
42	0.115794	0.340851	0.0151546
43	0.112917	0.261416	0
44	0.114971	0.334636	0.0123457
45	0.119308	0.301574	0
46	0.112502	0.296123	0
47	0.112282	0.263906	0
48	0.114234	0.281864	0
49	0.114054	0.277027	0.011236
50	0.113724	0.259098	0
51	0.113837	0.252053	0.00675676
52	0.112013	0.251336	0
53	0.109128	0.296736	0
54	0.106938	0.259435	0
55	0.111124	0.285508	0
56	0.111239	0.347833	0
57	0.114802	0.299332	0
58	0.109487	0.294158	0
59	0.109963	0.251568	0.0123457
60	0.110541	0.239698	0.0178571
61	0.110063	0.243909	0.00854701
62	0.110407	0.228991	0.0253761
63	0.105037	0.208296	0.0188679
64	0.110314	0.2625	0.00714286
65	0.111971	0.250978	0
66	0.105143	0.242253	0
67	0.111969	0.287386	0
68	0.10933	0.242238	0.0070922
69	0.113614	0.326512	0
70	0.110795	0.375441	0.0196078
71	0.11001	0.274291	0
72	0.106377	0.291152	0
73	0.106297	0.302967	0
74	0.106817	0.288055	0.00684932
75	0.109457	0.284356	0.019493
76	0.110827	0.276678	0.00735294
77	0.106627	0.226083	0
78	0.109114	0.30316	0.0163934
79	0.110819	0.291335	0.0153846
80	0.110264	0.234584	0
81	0.106114	0.215914	0.0136986
82	0.105236	0.206067	0.0120482
83	0.105039	0.227552	0
84	0.105775	0.250183	0.00558659
85	0.10553	0.261554	0.02
86	0.103072	0.245752	0.016129
87	0.10544	0.232819	0
88	0.10581	0.263836	0.0185185
89	0.108068	0.25742	0.0142857
90	0.103394	0.221846	0.0188679
91	0.107109	0.236513	0.022619
92	0.104578	0.213209	0
93	0.105235	0.239582	0
94	0.108529	0.213011	0.0169492
95	0.108128	0.213187	0.0136986
96	0.109662	0.253811	0.0212766
97	0.109812	0.270755	0
98	0.111578	0.284341	0.0243902
99	0.107319	0.226673	0.0214634
100	0.110149	0.236857	0
